#Number of Samples: 2
#Total Number of Reads: 639668
#S1	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G1_1/G1_1_1_G1_1_2_bracken_genuses.kraken2_report
#S2	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G2_1/G2_1_1_G2_1_2_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	S1_all	S1_lvl	S2_all	S2_lvl	lvl_type	taxid	name
0.0016	10	10	6	6	4	4	G	3813	            Pseudoxanthomonas
0.0009	6	6	1	1	5	5	G	3820	            Thermomonas
0.0008	5	5	0	0	5	5	G	3822	            Xanthomonas
0.0005	3	3	1	1	2	2	G	26881	            SN8
0.0003	2	2	2	2	0	0	G	3824	            uncultured
0.0002	1	1	0	0	1	1	G	3814	            Rehaibacterium
0.0002	1	1	1	1	0	0	G	3817	            Silanimonas
0.0002	1	1	1	1	0	0	G	3823	            Xylella
0.2281	1459	0	745	0	714	0	O	3535	        Gammaproteobacteria Incertae Sedis
0.2281	1459	0	745	0	714	0	F	3536	          Unknown Family
0.2228	1425	1425	728	728	697	697	G	26661	            Acidibacter
0.0023	15	15	11	11	4	4	G	26663	            Candidatus Berkiella
0.0020	13	13	2	2	11	11	G	14661	            uncultured
0.0003	2	2	1	1	1	1	G	26665	            Candidatus Ovatusbacter
0.0002	1	1	1	1	0	0	G	14656	            Candidatus Carsonella
0.0159	102	0	68	0	34	0	O	26616	        Diplorickettsiales
0.0159	102	0	68	0	34	0	F	26617	          Diplorickettsiaceae
0.0117	75	75	52	52	23	23	G	26621	            uncultured
0.0041	26	26	16	16	10	10	G	26618	            Aquicella
0.0117	75	0	17	0	58	0	O	26825	        Steroidobacterales
0.0089	57	0	9	0	48	0	F	26826	          Steroidobacteraceae
0.0069	44	44	7	7	37	37	G	26828	            Steroidobacter
0.0020	13	13	2	2	11	11	G	26829	            uncultured
0.0025	16	0	7	0	9	0	F	26830	          Woeseiaceae
0.0023	15	15	6	6	9	9	G	26832	            Woeseia
0.0002	1	1	1	1	0	0	G	26831	            JTB255 marine benthic group
0.0091	58	0	42	0	16	0	O	3552	        Legionellales
0.0091	58	0	42	0	16	0	F	3559	          Legionellaceae
0.0088	56	56	41	41	15	15	G	3560	            Legionella
0.0003	2	2	1	1	1	1	G	3561	            uncultured
0.0075	48	0	24	0	24	0	O	26326	        Beggiatoales
0.0075	48	0	24	0	24	0	F	26327	          Beggiatoaceae
0.0073	47	47	24	24	23	23	G	26340	            uncultured
0.0002	1	1	0	0	1	1	G	26328	            Beggiatoa
0.0063	40	0	13	0	27	0	O	26732	        Nitrosococcales
0.0052	33	0	6	0	27	0	F	26733	          Methylophagaceae
0.0045	29	29	4	4	25	25	G	26735	            Methylophaga
0.0002	1	1	0	0	1	1	G	26734	            Marine Methylotrophic Group 3
0.0002	1	1	1	1	0	0	G	26736	            uncultured
0.0011	7	0	7	0	0	0	F	26737	          Nitrosococcaceae
0.0006	4	4	4	4	0	0	G	26739	            AqS1
0.0002	1	1	1	1	0	0	G	26740	            CI75cm.2.12
0.0002	1	1	1	1	0	0	G	26747	            SZB85
0.0063	40	0	35	0	5	0	O	3728	        Salinisphaerales
0.0063	40	0	35	0	5	0	F	26815	          Solimonadaceae
0.0033	21	21	21	21	0	0	G	26818	            Hydrocarboniphaga
0.0022	14	14	14	14	0	0	G	26819	            Nevskia
0.0005	3	3	0	0	3	3	G	26817	            Fontimonas
0.0002	1	1	0	0	1	1	G	26822	            Polycyclovorans
0.0002	1	1	0	0	1	1	G	26824	            uncultured
0.0045	29	0	23	0	6	0	O	3415	        Chromatiales
0.0031	20	0	17	0	3	0	F	3416	          Chromatiaceae
0.0019	12	12	11	11	1	1	G	3435	            Thiohalocapsa
0.0009	6	6	4	4	2	2	G	3419	            Halochromatium
0.0002	1	1	1	1	0	0	G	3439	            Thiorhodovibrio
0.0013	8	0	6	0	2	0	F	26603	          Sedimenticolaceae
0.0009	6	6	6	6	0	0	G	26604	            Candidatus Thiodiazotropha
0.0003	2	2	0	0	2	2	G	26605	            Sedimenticola
0.0041	26	0	18	0	8	0	O	26612	        Coxiellales
0.0041	26	0	18	0	8	0	F	26613	          Coxiellaceae
0.0041	26	26	18	18	8	8	G	26614	            Coxiella
0.0020	13	0	4	0	9	0	O	3563	        Methylococcales
0.0011	7	0	1	0	6	0	F	3571	          Methylococcaceae
0.0011	7	7	1	1	6	6	G	14665	            Methyloparacoccus
0.0008	5	0	3	0	2	0	F	46553	          Methylomonadaceae
0.0003	2	2	0	0	2	2	G	46554	            Crenothrix
0.0002	1	1	1	1	0	0	G	46559	            Methyloglobulus
0.0002	1	1	1	1	0	0	G	46561	            Methylomicrobium
0.0019	12	0	10	0	2	0	O	3735	        Thiotrichales
0.0019	12	0	10	0	2	0	F	3754	          Thiotrichaceae
0.0016	10	10	9	9	1	1	G	3769	            Thiothrix
0.0003	2	2	1	1	1	1	G	3770	            uncultured
0.0014	9	0	7	0	2	0	O	3307	        Acidithiobacillales
0.0014	9	0	7	0	2	0	F	3309	          Acidithiobacillaceae
0.0011	7	7	5	5	2	2	G	3310	            Acidithiobacillus
0.0002	1	1	1	1	0	0	G	26302	            RCP1-48
0.0013	8	0	7	0	1	0	O	26668	        Halothiobacillales
0.0013	8	0	7	0	1	0	F	26669	          Halothiobacillaceae
0.0006	4	4	4	4	0	0	G	26673	            Thiovirga
0.0003	2	2	1	1	1	1	G	26670	            Halothiobacillus
0.0002	1	1	1	1	0	0	G	26674	            uncultured
0.0011	7	0	4	0	3	0	O	26624	        Ectothiorhodospirales
0.0008	5	0	3	0	2	0	F	26627	          Ectothiorhodospiraceae
0.0005	3	3	2	2	1	1	G	26630	            Halofilum
0.0002	1	1	0	0	1	1	G	26632	            Thioalkalivibrio
0.0002	1	1	1	1	0	0	G	26629	            Ectothiorhodospira
0.0003	2	0	1	0	1	0	F	26638	          Thioalkalispiraceae
0.0002	1	1	0	0	1	1	G	46448	            uncultured
0.0002	1	1	1	1	0	0	G	46447	            Thioalkalispira-Sulfurivermis
0.0008	5	0	5	0	0	0	O	26843	        Thiomicrospirales
0.0008	5	0	5	0	0	0	F	26852	          Thiomicrospiraceae
0.0003	2	2	2	2	0	0	G	26856	            Thiomicrorhabdus
0.0003	2	2	2	2	0	0	G	26858	            endosymbionts
0.0002	1	1	1	1	0	0	G	26855	            Thioalkalimicrobium
0.0006	4	0	3	0	1	0	O	3409	        Cardiobacteriales
0.0006	4	0	3	0	1	0	F	3410	          Cardiobacteriaceae
0.0003	2	2	1	1	1	1	G	3414	            uncultured
0.0003	2	2	2	2	0	0	G	3411	            Cardiobacterium
0.0005	3	0	1	0	2	0	O	26799	        Piscirickettsiales
0.0005	3	0	1	0	2	0	F	26800	          Piscirickettsiaceae
0.0005	3	3	1	1	2	2	G	26801	            Candidatus Endoecteinascidia
0.0005	3	0	2	0	1	0	O	26837	        Thiohalorhabdales
0.0005	3	0	2	0	1	0	F	26838	          Thiohalorhabdaceae
0.0005	3	3	2	2	1	1	G	26841	            Thiohalorhabdus
0.0003	2	0	0	0	2	0	O	46544	        Granulosicoccales
0.0003	2	0	0	0	2	0	F	46545	          Granulosicoccaceae
0.0003	2	2	0	0	2	2	G	46546	            Granulosicoccus
0.0003	2	0	2	0	0	0	O	26607	        Competibacterales
0.0003	2	0	2	0	0	0	F	26608	          Competibacteraceae
0.0003	2	2	2	2	0	0	G	26609	            Candidatus Competibacter
0.0002	1	0	1	0	0	0	O	26653	        Francisellales
0.0002	1	0	1	0	0	0	F	26654	          Francisellaceae
0.0002	1	1	1	1	0	0	G	26659	            uncultured
0.0002	1	0	1	0	0	0	O	26715	        Nitrococcales
0.0002	1	0	1	0	0	0	F	26716	          Halorhodospiraceae
0.0002	1	1	1	1	0	0	G	26719	            Halorhodospira
0.0002	1	0	1	0	0	0	O	14615	        Acidiferrobacterales
0.0002	1	0	1	0	0	0	F	14616	          Acidiferrobacteraceae
0.0002	1	1	1	1	0	0	G	14618	            Sulfurifustis
6.6025	42234	0	32742	0	9492	0	C	2379	      Alphaproteobacteria
3.5198	22515	0	15309	0	7206	0	O	2421	        Rhizobiales
1.4969	9575	0	9038	0	537	0	F	2435	          Beijerinckiaceae
0.8565	5479	5479	5301	5301	178	178	G	46157	            Methylobacterium-Methylorubrum
0.3392	2170	2170	2161	2161	9	9	G	26040	            1174-901-12
0.0674	431	431	388	388	43	43	G	2444	            uncultured
0.0535	342	342	183	183	159	159	G	26052	            Roseiarcus
0.0452	289	289	270	270	19	19	G	2442	            Methylorosula
0.0358	229	229	211	211	18	18	G	26050	            Psychroglaciecola
0.0219	140	140	113	113	27	27	G	26042	            Bosea
0.0152	97	97	85	85	12	12	G	26048	            Microvirga
0.0145	93	93	72	72	21	21	G	26046	            Methylocystis
0.0139	89	89	71	71	18	18	G	26054	            alphaI cluster
0.0114	73	73	64	64	9	9	G	2440	            Methylocella
0.0067	43	43	32	32	11	11	G	26049	            Neo-b11
0.0053	34	34	34	34	0	0	G	2436	            Beijerinckia
0.0031	20	20	16	16	4	4	G	26051	            Rhodoblastus
0.0025	16	16	15	15	1	1	G	26044	            FukuN57
0.0013	8	8	8	8	0	0	G	2438	            Chelatococcus
0.0011	7	7	7	7	0	0	G	14512	            Pseudochelatococcus
1.0999	7036	0	1930	0	5106	0	F	2545	          Xanthobacteraceae
0.6453	4128	4128	862	862	3266	3266	G	26151	            Bradyrhizobium
0.1463	936	936	146	146	790	790	G	2554	            uncultured
0.0655	419	419	282	282	137	137	G	26158	            Rhodopseudomonas
0.0564	361	361	77	77	284	284	G	2550	            Pseudolabrys
0.0525	336	336	121	121	215	215	G	26148	            Afipia
0.0402	257	257	62	62	195	195	G	26157	            Rhodoplanes
0.0297	190	190	171	171	19	19	G	26159	            Tardiphaga
0.0194	124	124	91	91	33	33	G	2553	            Xanthobacter
0.0158	101	101	34	34	67	67	G	26154	            Nitrobacter
0.0083	53	53	7	7	46	46	G	2546	            Ancylobacter
0.0059	38	38	10	10	28	28	G	26155	            Oligotropha
0.0059	38	38	17	17	21	21	G	26156	            Pseudorhodoplanes
0.0058	37	37	37	37	0	0	G	2551	            Pseudoxanthobacter
0.0005	3	3	3	3	0	0	G	2548	            Azorhizobium
0.0005	3	3	3	3	0	0	G	2552	            Starkeya
0.6785	4340	0	3436	0	904	0	F	2525	          Rhizobiaceae
0.4498	2877	2877	2253	2253	624	624	G	26091	            Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
0.0702	449	449	406	406	43	43	G	26108	            Hoeflea
0.0438	280	280	140	140	140	140	G	26112	            Mesorhizobium
0.0164	105	105	103	103	2	2	G	2529	            Shinella
0.0153	98	98	86	86	12	12	G	2526	            Ensifer
0.0133	85	85	76	76	9	9	G	26115	            Ochrobactrum
0.0128	82	82	82	82	0	0	G	26095	            Aureimonas
0.0097	62	62	54	54	8	8	G	26121	            Pseudochrobactrum
0.0089	57	57	30	30	27	27	G	26090	            Aliihoeflea
0.0083	53	53	53	53	0	0	G	11436	            Neorhizobium
0.0052	33	33	23	23	10	10	G	26127	            uncultured
0.0047	30	30	25	25	5	5	G	26092	            Aminobacter
0.0038	24	24	24	24	0	0	G	26094	            Aurantimonas
0.0028	18	18	18	18	0	0	G	26118	            Phyllobacterium
0.0025	16	16	15	15	1	1	G	26096	            Bartonella
0.0014	9	9	0	0	9	9	G	26093	            Aquamicrobium
0.0014	9	9	4	4	5	5	G	26114	            Nitratireductor
0.0013	8	8	8	8	0	0	G	26117	            Paenochrobactrum
0.0011	7	7	7	7	0	0	G	26123	            Pseudorhizobium
0.0009	6	6	5	5	1	1	G	26106	            Falsochrobactrum
0.0009	6	6	4	4	2	2	G	26099	            Candidatus Liberibacter
0.0005	3	3	3	3	0	0	G	26101	            Chelativorans
0.0003	2	2	2	2	0	0	G	26111	            Martelella
0.0003	2	2	2	2	0	0	G	26098	            Candidatus Hodgkinia
0.0002	1	1	1	1	0	0	G	26107	            Fulvimarina
0.0002	1	1	1	1	0	0	G	26103	            Cohaesibacter
0.0808	517	0	420	0	97	0	F	26055	          Devosiaceae
0.0686	439	439	379	379	60	60	G	26058	            Devosia
0.0067	43	43	31	31	12	12	G	26062	            Pelagibacterium
0.0027	17	17	1	1	16	16	G	26056	            Arsenicitalea
0.0022	14	14	7	7	7	7	G	26064	            uncultured
0.0744	476	0	62	0	414	0	F	2472	          Hyphomicrobiaceae
0.0682	436	436	32	32	404	404	G	2480	            Hyphomicrobium
0.0022	14	14	11	11	3	3	G	2483	            Pedomicrobium
0.0019	12	12	8	8	4	4	G	2490	            uncultured
0.0017	11	11	10	10	1	1	G	2479	            Filomicrobium
0.0485	310	0	235	0	75	0	F	2530	          Rhizobiales Incertae Sedis
0.0145	93	93	92	92	1	1	G	11437	            Alsobacter
0.0113	72	72	58	58	14	14	G	14525	            uncultured
0.0098	63	63	44	44	19	19	G	2534	            Nordella
0.0053	34	34	10	10	24	24	G	2532	            Bauldia
0.0053	34	34	22	22	12	12	G	11439	            Phreatobacter
0.0011	7	7	6	6	1	1	G	26128	            Anderseniella
0.0003	2	2	1	1	1	1	G	26129	            Dichotomicrobium
0.0097	62	0	46	0	16	0	F	26081	          Pleomorphomonadaceae
0.0055	35	35	31	31	4	4	G	26088	            uncultured
0.0030	19	19	14	14	5	5	G	26087	            Prosthecomicrobium
0.0006	4	4	0	0	4	4	G	26086	            Pleomorphomonas
0.0002	1	1	0	0	1	1	G	26083	            Chthonobacter
0.0095	61	0	61	0	0	0	F	26065	          Kaistiaceae
0.0095	61	61	61	61	0	0	G	26066	            Kaistia
0.0056	36	0	30	0	6	0	F	26133	          Stappiaceae
0.0034	22	22	21	21	1	1	G	26138	            Pannonibacter
0.0009	6	6	5	5	1	1	G	26140	            Pseudovibrio
0.0006	4	4	2	2	2	2	G	26136	            Labrenzia
0.0002	1	1	1	1	0	0	G	26134	            Agaricicola
0.0055	35	0	12	0	23	0	F	26067	          Labraceae
0.0055	35	35	12	12	23	23	G	26068	            Labrys
0.0045	29	0	10	0	19	0	F	26071	          Methyloligellaceae
0.0041	26	26	7	7	19	19	G	26075	            uncultured
0.0005	3	3	3	3	0	0	G	26072	            Methyloceanibacter
0.0030	19	0	16	0	3	0	F	26076	          Methylopilaceae
0.0030	19	19	16	16	3	3	G	26078	            Hansschlegelia
0.0006	4	0	4	0	0	0	F	46155	          Ancalomicrobiaceae
0.0006	4	4	4	4	0	0	G	46156	            Ancalomicrobium
0.0003	2	0	1	0	1	0	F	26131	          Rhodomicrobiaceae
0.0003	2	2	1	1	1	1	G	26132	            Rhodomicrobium
0.0002	1	0	1	0	0	0	F	2536	          Rhodobiaceae
0.0002	1	1	1	1	0	0	G	2543	            Tepidamorphus
1.5733	10064	0	9581	0	483	0	O	2823	        Sphingomonadales
1.5733	10064	0	9581	0	483	0	F	2844	          Sphingomonadaceae
1.1159	7138	7138	6945	6945	193	193	G	2852	            Sphingomonas
0.1740	1113	1113	1064	1064	49	49	G	2846	            Novosphingobium
0.0636	407	407	387	387	20	20	G	26240	            Altererythrobacter
0.0494	316	316	287	287	29	29	G	2850	            Sphingobium
0.0416	266	266	122	122	144	144	G	2853	            Sphingopyxis
0.0317	203	203	186	186	17	17	G	2858	            uncultured
0.0195	125	125	121	121	4	4	G	26245	            Erythrobacter
0.0147	94	94	92	92	2	2	G	26248	            Porphyrobacter
0.0106	68	68	66	66	2	2	G	26244	            Ellin6055
0.0097	62	62	60	60	2	2	G	2857	            Zymomonas
0.0086	55	55	55	55	0	0	G	26251	            Sphingoaurantiacus
0.0072	46	46	46	46	0	0	G	14559	            Rhizorhapis
0.0047	30	30	30	30	0	0	G	14558	            Parablastomonas
0.0039	25	25	25	25	0	0	G	2854	            Sphingorhabdus
0.0039	25	25	25	25	0	0	G	11469	            Polymorphobacter
0.0023	15	15	12	12	3	3	G	26250	            SD04E11
0.0017	11	11	11	11	0	0	G	26246	            MN 122.2a
0.0016	10	10	1	1	9	9	G	26243	            DSSF69
0.0016	10	10	10	10	0	0	G	2845	            Blastomonas
0.0013	8	8	8	8	0	0	G	26249	            Qipengyuania
0.0011	7	7	7	7	0	0	G	2849	            Sandarakinorhabdus
0.0006	4	4	4	4	0	0	G	26242	            Croceicoccus
0.0003	2	2	0	0	2	2	G	2848	            Sandaracinobacter
0.0003	2	2	2	2	0	0	G	2847	            Parasphingopyxis
0.0002	1	1	1	1	0	0	G	2855	            Sphingosinicella
0.8620	5514	0	5236	0	278	0	O	25900	        Acetobacterales
0.8620	5514	0	5236	0	278	0	F	25901	          Acetobacteraceae
0.3203	2049	2049	2021	2021	28	28	G	25937	            uncultured
0.2160	1382	1382	1373	1373	9	9	G	25904	            Acidiphilium
0.0613	392	392	182	182	210	210	G	25902	            Acetobacter
0.0488	312	312	312	312	0	0	G	25916	            Endobacter
0.0402	257	257	254	254	3	3	G	25932	            Roseomonas
0.0380	243	243	236	236	7	7	G	25918	            Gluconobacter
0.0292	187	187	187	187	0	0	G	25905	            Acidisoma
0.0283	181	181	181	181	0	0	G	25911	            Belnapia
0.0263	168	168	168	168	0	0	G	25903	            Acidicaldus
0.0077	49	49	41	41	8	8	G	46127	            Craurococcus-Caldovatus
0.0075	48	48	48	48	0	0	G	25907	            Acidocella
0.0061	39	39	39	39	0	0	G	25933	            Rubritepida
0.0059	38	38	38	38	0	0	G	25913	            Commensalibacter
0.0056	36	36	32	32	4	4	G	25921	            Komagataeibacter
0.0042	27	27	27	27	0	0	G	25906	            Acidisphaera
0.0028	18	18	18	18	0	0	G	25917	            Gluconacetobacter
0.0028	18	18	18	18	0	0	G	25930	            Rhodovastum
0.0022	14	14	14	14	0	0	G	25927	            Paracraurococcus
0.0019	12	12	9	9	3	3	G	25928	            Rhodopila
0.0017	11	11	11	11	0	0	G	25929	            Rhodovarius
0.0011	7	7	7	7	0	0	G	25931	            Roseococcus
0.0008	5	5	5	5	0	0	G	25910	            Asaia
0.0003	2	2	1	1	1	1	G	25912	            Bombella
0.0002	1	1	0	0	1	1	G	25934	            Saccharibacter
0.0002	1	1	1	1	0	0	G	25920	            Humitalea
0.3788	2423	0	1706	0	717	0	O	2386	        Caulobacterales
0.3674	2350	0	1655	0	695	0	F	2387	          Caulobacteraceae
0.1423	910	910	807	807	103	103	G	2393	            uncultured
0.1019	652	652	213	213	439	439	G	2392	            Phenylobacterium
0.0664	425	425	330	330	95	95	G	2390	            Brevundimonas
0.0517	331	331	284	284	47	47	G	2391	            Caulobacter
0.0030	19	19	9	9	10	10	G	2389	            Asticcacaulis
0.0016	10	10	10	10	0	0	G	25965	            PMMR1
0.0098	63	0	44	0	19	0	F	2394	          Hyphomonadaceae
0.0023	15	15	2	2	13	13	G	2400	            Hyphomonas
0.0014	9	9	9	9	0	0	G	2401	            Litorimonas
0.0013	8	8	4	4	4	4	G	25968	            SWB02
0.0011	7	7	5	5	2	2	G	2399	            Hirschia
0.0009	6	6	6	6	0	0	G	2395	            Algimonas
0.0009	6	6	6	6	0	0	G	2407	            uncultured
0.0006	4	4	4	4	0	0	G	25967	            Hyphobacterium
0.0003	2	2	2	2	0	0	G	25969	            UKL13-1
0.0002	1	1	1	1	0	0	G	2403	            Oceanicaulis
0.0002	1	1	1	1	0	0	G	2406	            Woodsholea
0.0011	7	0	6	0	1	0	F	25970	          Parvularculaceae
0.0006	4	4	3	3	1	1	G	46131	            Marinicaulis
0.0002	1	1	1	1	0	0	G	25971	            Amphiplicatus
0.0002	1	1	1	1	0	0	G	46130	            Hyphococcus
0.1077	689	0	245	0	444	0	O	2557	        Rhodobacterales
0.1077	689	0	245	0	444	0	F	2558	          Rhodobacteraceae
0.0444	284	284	115	115	169	169	G	2607	            Paracoccus
0.0134	86	86	0	0	86	86	G	14528	            Albirhodobacter
0.0128	82	82	48	48	34	34	G	2666	            uncultured
0.0084	54	54	27	27	27	27	G	2624	            Rhodobacter
0.0033	21	21	7	7	14	14	G	2634	            Roseivivax
0.0031	20	20	0	0	20	20	G	2657	            Thalassobius
0.0027	17	17	7	7	10	10	G	2653	            Sulfitobacter
0.0020	13	13	0	0	13	13	G	2665	            Yangia
0.0019	12	12	5	5	7	7	G	2574	            Gemmobacter
0.0014	9	9	3	3	6	6	G	2641	            Roseovarius
0.0013	8	8	4	4	4	4	G	26163	            Halodurantibacterium
0.0011	7	7	4	4	3	3	G	46168	            Yoonia-Loktanella
0.0009	6	6	3	3	3	3	G	2620	            Pseudorhodobacter
0.0008	5	5	0	0	5	5	G	11461	            Youngimonas
0.0008	5	5	0	0	5	5	G	2569	            Defluviimonas
0.0008	5	5	1	1	4	4	G	2572	            Falsirhodobacter
0.0006	4	4	0	0	4	4	G	14529	            Aliiroseovarius
0.0006	4	4	0	0	4	4	G	2575	            Haematobacter
0.0006	4	4	1	1	3	3	G	2562	            Amaricoccus
0.0005	3	3	0	0	3	3	G	11446	            Ascidiaceihabitans
0.0005	3	3	0	0	3	3	G	11447	            Boseongicola
0.0005	3	3	0	0	3	3	G	11453	            Paenirhodobacter
0.0005	3	3	2	2	1	1	G	46164	            Limibaculum
0.0003	2	2	2	2	0	0	G	2593	            Maritimibacter
0.0003	2	2	1	1	1	1	G	2642	            Rubellimicrobium
0.0002	1	1	1	1	0	0	G	11460	            Sedimentitalea
0.0002	1	1	1	1	0	0	G	11455	            Planktomarina
0.0002	1	1	1	1	0	0	G	2635	            Roseobacter
0.0002	1	1	1	1	0	0	G	2662	            Tropicimonas
0.0002	1	1	1	1	0	0	G	2626	            Rhodovulum
0.0330	211	0	176	0	35	0	O	25946	        Azospirillales
0.0164	105	0	87	0	18	0	F	25947	          Azospirillaceae
0.0086	55	55	44	44	11	11	G	25953	            Skermanella
0.0064	41	41	38	38	3	3	G	25948	            Azospirillum
0.0006	4	4	4	4	0	0	G	25951	            Niveispirillum
0.0005	3	3	0	0	3	3	G	25954	            uncultured
0.0159	102	0	87	0	15	0	F	25957	          Inquilinaceae
0.0159	102	102	87	87	15	15	G	25958	            Inquilinus
0.0003	2	0	1	0	1	0	F	25955	          Azospirillales Incertae Sedis
0.0003	2	2	1	1	1	1	G	25956	            Stella
0.0227	145	0	76	0	69	0	O	26003	        Micropepsales
0.0227	145	0	76	0	69	0	F	26004	          Micropepsaceae
0.0227	145	145	76	76	69	69	G	26007	            uncultured
0.0181	116	0	87	0	29	0	O	2761	        Rickettsiales
0.0139	89	0	64	0	25	0	F	2781	          Rickettsiaceae
0.0063	40	40	19	19	21	21	G	26226	            Candidatus Megaira
0.0044	28	28	28	28	0	0	G	2782	            Candidatus Cryptoprodotis
0.0011	7	7	6	6	1	1	G	2785	            uncultured
0.0006	4	4	2	2	2	2	G	2784	            Rickettsia
0.0006	4	4	4	4	0	0	G	11467	            Candidatus Trichorickettsia
0.0003	2	2	2	2	0	0	G	11466	            Candidatus Gigarickettsia
0.0020	13	13	12	12	1	1	G	46170	          Candidatus Jidaibacter
0.0014	9	0	6	0	3	0	F	2763	          Anaplasmataceae
0.0009	6	6	6	6	0	0	G	2770	            Wolbachia
0.0005	3	3	0	0	3	3	G	2764	            Anaplasma
0.0005	3	0	3	0	0	0	F	46172	          Fokiniaceae
0.0003	2	2	2	2	0	0	G	46180	            uncultured
0.0002	1	1	1	1	0	0	G	46173	            Candidatus Anadelfobacter
0.0156	100	0	2	0	98	0	O	25975	        Dongiales
0.0156	100	0	2	0	98	0	F	25976	          Dongiaceae
0.0156	100	100	2	2	98	98	G	25977	            Dongia
0.0139	89	0	56	0	33	0	O	2667	        Rhodospirillales
0.0067	43	0	18	0	25	0	F	26183	          Magnetospirillaceae
0.0048	31	31	18	18	13	13	G	26188	            uncultured
0.0013	8	8	0	0	8	8	G	26185	            Phaeospirillum
0.0003	2	2	0	0	2	2	G	26186	            Telmatospirillum
0.0039	25	0	17	0	8	0	F	2717	          Rhodospirillaceae
0.0020	13	13	8	8	5	5	G	2755	            uncultured
0.0008	5	5	5	5	0	0	G	2722	            Candidatus Riegeria
0.0005	3	3	0	0	3	3	G	2748	            Roseospirillum
0.0003	2	2	2	2	0	0	G	2747	            Roseospira
0.0002	1	1	1	1	0	0	G	2720	            Caenispirillum
0.0027	17	0	17	0	0	0	F	26178	          Magnetospiraceae
0.0027	17	17	17	17	0	0	G	26182	            uncultured
0.0003	2	0	2	0	0	0	F	26196	          Thalassospiraceae
0.0003	2	2	2	2	0	0	G	26197	            Thalassospira
0.0078	50	0	44	0	6	0	O	26009	        Paracaedibacterales
0.0078	50	0	44	0	6	0	F	26010	          Paracaedibacteraceae
0.0050	32	32	28	28	4	4	G	26015	            uncultured
0.0017	11	11	9	9	2	2	G	26011	            Candidatus Captivus
0.0009	6	6	6	6	0	0	G	26014	            Candidatus Paracaedibacter
0.0070	45	0	43	0	2	0	O	26262	        Tistrellales
0.0064	41	0	41	0	0	0	F	26263	          Geminicoccaceae
0.0052	33	33	33	33	0	0	G	26264	            Candidatus Alysiosphaera
0.0008	5	5	5	5	0	0	G	26266	            uncultured
0.0003	2	2	2	2	0	0	G	26265	            Geminicoccus
0.0006	4	0	2	0	2	0	F	26267	          Tistrellaceae
0.0006	4	4	2	2	2	2	G	26268	            Tistrella
0.0069	44	0	11	0	33	0	O	25986	        Holosporales
0.0069	44	0	11	0	33	0	F	25987	          Holosporaceae
0.0047	30	30	5	5	25	25	G	25992	            uncultured
0.0014	9	9	1	1	8	8	G	25990	            Candidatus Paraholospora
0.0006	4	4	4	4	0	0	G	25988	            Candidatus Bealeia
0.0002	1	1	1	1	0	0	G	25991	            Holospora
0.0064	41	0	21	0	20	0	O	26035	        Reyranellales
0.0064	41	0	21	0	20	0	F	26036	          Reyranellaceae
0.0064	41	41	21	21	20	20	G	26037	            Reyranella
0.0064	41	0	39	0	2	0	O	25998	        Micavibrionales
0.0064	41	0	39	0	2	0	F	25999	          Micavibrionaceae
0.0061	39	39	37	37	2	2	G	26001	            uncultured
0.0003	2	2	2	2	0	0	G	26000	            Micavibrio
0.0048	31	0	29	0	2	0	O	46142	        Kiloniellales
0.0048	31	0	29	0	2	0	F	46148	          Kiloniellaceae
0.0045	29	29	29	29	0	0	G	46153	            Tistlia
0.0002	1	1	0	0	1	1	G	46149	            Kiloniella
0.0002	1	1	0	0	1	1	G	46154	            uncultured
0.0038	24	0	24	0	0	0	O	26016	        Parvibaculales
0.0038	24	0	24	0	0	0	F	26019	          Parvibaculaceae
0.0038	24	24	24	24	0	0	G	26022	            Parvibaculum
0.0034	22	0	14	0	8	0	O	25978	        Elsterales
0.0034	22	0	14	0	8	0	F	25979	          Elsteraceae
0.0033	21	21	14	14	7	7	G	25983	            uncultured
0.0002	1	1	0	0	1	1	G	25980	            Aliidongia
0.0025	16	0	16	0	0	0	O	25960	        Caedibacterales
0.0025	16	0	16	0	0	0	F	25961	          Caedibacteraceae
0.0025	16	16	16	16	0	0	G	25962	            Caedibacter
0.0014	9	0	0	0	9	0	O	2382	        Alphaproteobacteria Incertae Sedis
0.0014	9	0	0	0	9	0	F	2383	          Unknown Family
0.0014	9	9	0	0	9	9	G	46129	            Neomegalonema
0.0014	9	0	1	0	8	0	O	26252	        Thalassobaculales
0.0013	8	0	0	0	8	0	F	26256	          Oceanibaculaceae
0.0013	8	8	0	0	8	8	G	26257	            Oceanibaculum
0.0002	1	0	1	0	0	0	F	26258	          Thalassobaculaceae
0.0002	1	1	1	1	0	0	G	26260	            Thalassobaculum
0.0013	8	0	8	0	0	0	O	46132	        Defluviicoccales
0.0013	8	0	8	0	0	0	F	46133	          Defluviicoccaceae
0.0013	8	8	8	8	0	0	G	46134	            Defluviicoccus
0.0005	3	0	3	0	0	0	O	2411	        Kordiimonadales
0.0003	2	0	2	0	0	0	F	2412	          Kordiimonadaceae
0.0003	2	2	2	2	0	0	G	2413	            Kordiimonas
0.0002	1	0	1	0	0	0	F	11429	          Temperatibacteraceae
